generate -f random_tr -n 20 -r 0.030000 -m 20 -o 0.120000 -p ../original_data/ -dx 2.000000 -dy 2.000000 -nd 20
Environment ../original_data/random_tr_1.wrl 
n 6 delta_tetha 1.047198
Polygon 1 point 1 X 1.112831 Y 1.832357
Polygon 1 point 2 X 1.058494 Y 1.839806
Polygon 1 point 3 X 0.994973 Y 1.789025
Polygon 1 point 4 X 1.032505 Y 1.693228
Polygon 1 point 5 X 1.145917 Y 1.688386
Polygon 1 point 6 X 1.189410 Y 1.789025
Polygon 2 point 1 X 1.532778 Y 0.455337
Polygon 2 point 2 X 1.466967 Y 0.407774
Polygon 2 point 3 X 1.424215 Y 0.317515
Polygon 2 point 4 X 1.541991 Y 0.272657
Polygon 2 point 5 X 1.552333 Y 0.378175
Polygon 3 point 1 X 0.479159 Y 0.428703
Polygon 3 point 2 X 0.373609 Y 0.322552
Polygon 3 point 3 X 0.479159 Y 0.241294
Polygon 3 point 4 X 0.553985 Y 0.322552
Rejected obstacle to close to obstacle 3 num.rejects  1 x 0.424303 y 0.238170 distance 0.198272
Polygon 4 point 1 X 1.086131 Y 1.215299
Polygon 4 point 2 X 1.027871 Y 1.181807
Polygon 4 point 3 X 0.997294 Y 1.103895
Polygon 4 point 4 X 1.083515 Y 1.100668
Polygon 4 point 5 X 1.132216 Y 1.153959
Polygon 5 point 1 X 0.303796 Y 0.748625
Polygon 5 point 2 X 0.227909 Y 0.628917
Polygon 5 point 3 X 0.303796 Y 0.582373
Polygon 5 point 4 X 0.353618 Y 0.628917
Polygon 6 point 1 X 0.580947 Y 1.768509
Polygon 6 point 2 X 0.504121 Y 1.749326
Polygon 6 point 3 X 0.472452 Y 1.711185
Polygon 6 point 4 X 0.418650 Y 1.641587
Polygon 6 point 5 X 0.502442 Y 1.621997
Polygon 6 point 6 X 0.587569 Y 1.601870
Polygon 6 point 7 X 0.613425 Y 1.689341
Polygon 7 point 1 X 0.760385 Y 0.881274
Polygon 7 point 2 X 0.707525 Y 0.899311
Polygon 7 point 3 X 0.643726 Y 0.871683
Polygon 7 point 4 X 0.661439 Y 0.804354
Polygon 7 point 5 X 0.697919 Y 0.726107
Polygon 7 point 6 X 0.756653 Y 0.790912
Polygon 7 point 7 X 0.796244 Y 0.833753
Polygon 8 point 1 X 1.465380 Y 1.265200
Polygon 8 point 2 X 1.390585 Y 1.319352
Polygon 8 point 3 X 1.329951 Y 1.246172
Polygon 8 point 4 X 1.339326 Y 1.167002
Polygon 8 point 5 X 1.390671 Y 1.089687
Polygon 8 point 6 X 1.449461 Y 1.163421
Polygon 8 point 7 X 1.509414 Y 1.204329
Polygon 9 point 1 X 1.759623 Y 1.675671
Polygon 9 point 2 X 1.668222 Y 1.615345
Polygon 9 point 3 X 1.759623 Y 1.564340
Polygon 9 point 4 X 1.810403 Y 1.615345
Polygon 10 point 1 X 1.038098 Y 0.283586
Polygon 10 point 2 X 0.966488 Y 0.281515
Polygon 10 point 3 X 0.932329 Y 0.220534
Polygon 10 point 4 X 0.957139 Y 0.143361
Polygon 10 point 5 X 1.037423 Y 0.158651
Polygon 10 point 6 X 1.098305 Y 0.220534
Rejected obstacle to close to obstacle 8 num.rejects  1 x 1.401129 y 1.230126 distance 0.073201
Polygon 11 point 1 X 1.100548 Y 0.507861
Polygon 11 point 2 X 0.991924 Y 0.400791
Polygon 11 point 3 X 1.100548 Y 0.351515
Polygon 11 point 4 X 1.179745 Y 0.400791
Polygon 12 point 1 X 0.328547 Y 1.302731
Polygon 12 point 2 X 0.264418 Y 1.272412
Polygon 12 point 3 X 0.237209 Y 1.188836
Polygon 12 point 4 X 0.344395 Y 1.129510
Polygon 12 point 5 X 0.363042 Y 1.240508
Rejected obstacle to close to obstacle 5 num.rejects  1 x 0.326071 y 0.802736 distance 0.058517
Polygon 13 point 1 X 0.812018 Y 1.892895
Polygon 13 point 2 X 0.703929 Y 1.874587
Polygon 13 point 3 X 0.665726 Y 1.790133
Polygon 13 point 4 X 0.717854 Y 1.729798
Polygon 13 point 5 X 0.789753 Y 1.725936
Polygon 13 point 6 X 0.856183 Y 1.790133
Polygon 14 point 1 X 0.189068 Y 0.550780
Polygon 14 point 2 X 0.103098 Y 0.474388
Polygon 14 point 3 X 0.189068 Y 0.408272
Polygon 14 point 4 X 0.233684 Y 0.474388
Rejected obstacle to close to obstacle 4 num.rejects  1 x 0.938404 y 1.186040 distance 0.150597
Rejected obstacle to close to obstacle 6 num.rejects  2 x 0.536290 y 1.850269 distance 0.093161
Rejected obstacle to close to obstacle 9 num.rejects  3 x 1.731518 y 1.700723 distance 0.037650
Rejected obstacle to close to obstacle 6 num.rejects  4 x 0.514469 y 1.583571 distance 0.196523
Rejected obstacle to close to obstacle 8 num.rejects  5 x 1.480579 y 1.210943 distance 0.056345
Polygon 15 point 1 X 1.784992 Y 1.410671
Polygon 15 point 2 X 1.726967 Y 1.372033
Polygon 15 point 3 X 1.684717 Y 1.287883
Polygon 15 point 4 X 1.784291 Y 1.282100
Polygon 15 point 5 X 1.831081 Y 1.345306
Polygon 16 point 1 X 1.294556 Y 0.930415
Polygon 16 point 2 X 1.223706 Y 0.859991
Polygon 16 point 3 X 1.168865 Y 0.763758
Polygon 16 point 4 X 1.289554 Y 0.748570
Polygon 16 point 5 X 1.352739 Y 0.831796
Polygon 17 point 1 X 1.083339 Y 0.839414
Polygon 17 point 2 X 1.006153 Y 0.723665
Polygon 17 point 3 X 1.083339 Y 0.665654
Polygon 17 point 4 X 1.200227 Y 0.723665
Polygon 18 point 1 X 0.910566 Y 1.484001
Polygon 18 point 2 X 0.793653 Y 1.492412
Polygon 18 point 3 X 0.824593 Y 1.374239
Polygon 18 point 4 X 0.919410 Y 1.332952
